,Username,Tweet,Date,Number of Retweets,Number of Likes,Number of Followers
132,GettyMuseum,"The Disney movie rankings are based on these 5 categories:

1. Historical references
2. Evidence of source material
3. References to art, architecture, and music from the period
4. Authentic costumes
5. Mythical or fantasy elements as seen in medieval stories and mythology",2020-05-28 19:11:12,2,6,1347456
133,GettyMuseum,"Our resident medievalists and Disney fans watched 10 iconic Disney films and ranked them from least to most medieval, for...you know...science.

https://t.co/rPTkH27VrI",2020-05-28 19:11:12,19,48,1347456
134,GettyMuseum,@ItsBrettFromLA 1863! Wow!!!,2020-05-28 19:04:55,0,1,1347456
135,GettyMuseum,"Some unsuccessful endeavors are worth the insight they bring.

The research during his 5 years of travel throughout Latin America revolutionized the study of nature—he proposed that the world was a living whole comprised of interconnections

His 1813 book https://t.co/Heqtbp402w https://t.co/hnct54KuZQ",2020-05-28 16:51:23,8,55,1347456
136,GettyMuseum,"In 1802, German scientist-explorer Alexander von Humboldt climbed Chimborazo mountain in Ecuador. At 20,700 ft high, it was then believed to be the tallest mountain in the world.

He was forced to give up at 19,350 ft due to tough terrain. He was less than a mile from the top. https://t.co/zZebhMNkji",2020-05-28 16:51:23,22,92,1347456
137,GettyMuseum,"We may be closed to the public, but our Villa garden is in full bloom.

A guide to ancient herbs in the present day:
https://t.co/XaKf9ePwzq",2020-05-27 19:32:00,18,73,1347456
138,GettyMuseum,Mullet https://t.co/gieyF0nTc8,2020-05-27 18:53:19,9,46,1347456
139,GettyMuseum,"@pablitasan @MNDNCH @tristaaan @SarahMWaldorf Thank you for the love! If you haven't tuned in yet, we highly recommend @MontereyAq's Animal Crossing live streams on twitch!

https://t.co/jtdIfVucfx",2020-05-27 16:47:03,0,3,1347456
140,GettyMuseum,"How @PeterBrathwaite rediscovered Black portraiture in early modern Europe by participating in the #GettyMuseumChallenge

https://t.co/vWfBl7u4fJ",2020-05-27 16:40:02,75,234,1347456
141,GettyMuseum,"Explore your imagination with Getty’s most popular children’s book and a lovely read along! 

https://t.co/flugl6iJhE",2020-05-26 23:51:02,7,33,1347456
142,GettyMuseum,@ellenoaktree Wow! Beautiful work.,2020-05-26 22:01:14,0,1,1347456
143,GettyMuseum,"Thanks to our furniture historian Amanda for donating her brain to the art of Animal Crossing. Check out her writings on provenance and the museum collection:

https://t.co/p9ctBBWVhD",2020-05-26 17:58:58,2,21,1347456
144,GettyMuseum,"Search for tables, chairs, beds, and other decorative arts and sculpture in the Getty collection here: https://t.co/LETwOcgqRd https://t.co/pja0WqWXJC",2020-05-26 17:58:58,2,24,1347456
145,GettyMuseum,"And just because, special shoutout to the bed from the cute set because it reminds us of this 18th-century bed with canopy. Fun fact: for beds like these, the upholstery would be the most expensive part.

https://t.co/HJlZNGwjzn https://t.co/ipDtgxOcxg",2020-05-26 17:58:57,1,14,1347456
146,GettyMuseum,"10. Antique Table

Oh wow, what’s going on here? The legs are trestle table legs, a style that dates from the Middle Ages, but the tabletop has a modern feel to it. The design is giving me some Eames vibes for sure. An odd combination for an “antique” table. https://t.co/wDnuK4z8cM",2020-05-26 17:58:57,2,14,1347456
147,GettyMuseum,"9. Antique Vanity

Similar to the console table, but with fewer discs on the legs. The blocky style feels 20th century. The mirror style, though, reminds us of the 1700s, when the prevalence of this table form rose as society emphasized morning “getting ready” rituals. https://t.co/OtWTwcTjJ6",2020-05-26 17:58:57,1,10,1347456
148,GettyMuseum,"8. Antique Console Table

Console tables usually go against a wall, so the back edge and legs aren’t as decorated. Here that’s not the case, and the tabletop molding looks like it goes all the way around. Strange. Interesting use of both knobs and a handle as drawer pulls. https://t.co/nc7fn1gV6l",2020-05-26 17:58:56,1,9,1347456
149,GettyMuseum,"7. Antique Phone

A classic wall-mounted phone, just in case you long for the days when you picked up the horn and told the operator who you want to talk to. Looks pretty early for phones — no dial, and a hand crank to ring the bells. https://t.co/o1Mbb1Uf98",2020-05-26 17:58:56,1,10,1347456
150,GettyMuseum,"6. Antique Wardrobe

Overall form and style suggest 1800s and the cornice, moldings, and doors feel British. The hardware on the cupboard portion looks a little odd, but it’s hard to tell. Good storage option, especially in the 1800s when closets weren’t always built into houses. https://t.co/T4mZf8FgOM",2020-05-26 17:58:56,1,10,1347456
151,GettyMuseum,"5. Antique Bed

Nice matching headboard and footboard. The paneling decoration, like making three coffers in the wood, is understated, but easier to see in the lighter-wood version. Is it just us or do those pillows look awfully thin? https://t.co/AFr4VQpiLA",2020-05-26 17:58:55,0,8,1347456
152,GettyMuseum,"4. Antique Mini Table

How lovely! They’re usually called tea tables, and sometimes the top flips vertically for storage. Is that a large doily on top, or an inlaid wood pattern? Legs look funny — like they tried graceful, curving cabriole legs but got weird right angles instead. https://t.co/v9G5qOJFV1",2020-05-26 17:58:55,0,8,1347456
153,GettyMuseum,"3. Antique Chair

A simple Queen Anne-style chair. Feels more American than English. Curving cabriole front legs ending in pad feet look okay, but vasiform splat in the middle of the chair back seems a little wide. Looks like it has a removable slip seat. https://t.co/ZPQmkgj4ax",2020-05-26 17:58:55,0,9,1347456
154,GettyMuseum,"2. Antique Bureau

Ooh how wonderful, a fall-front desk! The slanted piece opens from the top for use as a writing surface. Pulling the two knobs to either side of the long drawer reveals supports that the front rests on when down. The inset beveled panels add a nice touch. https://t.co/ZFlTbExrMx",2020-05-26 17:58:54,0,11,1347456
155,GettyMuseum,"1. Antique Clock

What a distinguished long-case clock! Subtle, classy moldings separating the parts of the case, and a simple yet elegant pediment on top. The clock dial even looks like it might show the moon phases in addition to the time. https://t.co/y1vgPotVf9",2020-05-26 17:58:54,0,16,1347456
156,GettyMuseum,"A furniture historian reacts to the antique set in Animal Crossing, from what she covets the most...to the least. https://t.co/BgxZiF4PEM",2020-05-26 17:58:54,39,127,1347456
157,GettyMuseum,@lcgarma Love it!,2020-05-25 20:21:20,0,1,1347456
158,GettyMuseum,@cristy_cuenlo @Grafikfisch Great use of props!,2020-05-25 20:19:25,0,2,1347456
159,GettyMuseum,@lety_pirronello Fantastic!,2020-05-25 20:18:25,0,0,1347456
160,GettyMuseum,@cmckeever1962 I think so 😂,2020-05-25 19:34:24,0,0,1347456
161,GettyMuseum,@knr123 Truly amazing!,2020-05-25 19:33:33,0,0,1347456
162,GettyMuseum,@MuseoLarco 🤩,2020-05-25 01:21:30,0,1,1347456
163,GettyMuseum,@arezoomoseni Incredible!,2020-05-25 01:20:58,0,1,1347456
164,GettyMuseum,@tencosediva 1879! Wow!,2020-05-24 21:21:05,0,1,1347456
165,GettyMuseum,@dean_frey WOW!,2020-05-24 19:59:40,0,1,1347456
166,GettyMuseum,"“I’ve recently acquired my great-grandmother’s sewing machine from the 1930s, which I use as a nightstand, but it easily converts for when I need to sew.” —Desiree https://t.co/BWgn4HJ0dt",2020-05-24 19:37:48,6,51,1347456
167,GettyMuseum,"“I have this flash from the 1980s that isn't very interesting, but I love it because my grandpa gave it to me, and he apparently had a label maker…”  —Sarah https://t.co/N3mYaZGvVW",2020-05-24 19:37:47,1,35,1347456
168,GettyMuseum,"""I have a black thorn shillelagh, circa 1880s. My great-great-grandfather would take my grandfather (then age 5) on walks with him through their village in Omagh, Ireland, tipping his hat in greeting with the end of his shillelagh to each person they passed."" —Maureen https://t.co/gbAH1xjCSI",2020-05-24 19:37:46,1,14,1347456
169,GettyMuseum,"""The oldest object I own is a Hungarian-English dictionary from 1908. It's from my great grandparents when they immigrated from Hungary."" —Ali https://t.co/OLB6IWQxYK",2020-05-24 19:37:46,3,13,1347456
170,GettyMuseum,"“This is a photograph of my grandfather's high school football team in 1930, the year they won the Virginia state championship.” — Christopher https://t.co/7SCD5uYLA6",2020-05-24 19:37:45,1,10,1347456
171,GettyMuseum,"Going back even further, this Cycladic vessel, known as a cylindrical pyxis, was once used to store jewelry. It dates to 3000–2800 B.C. https://t.co/kGd9l37rB9 https://t.co/XqYfCLTYF1",2020-05-24 19:37:45,6,17,1347456
172,GettyMuseum,"Going back further, this Carolingian reliquary from our decorative arts collection dates to the 8th century—though some of the elements have been replaced since. https://t.co/bFDX7BXi63 https://t.co/JGo7JeI63m",2020-05-24 19:37:44,3,17,1347456
173,GettyMuseum,"At the Museum, this “Madonna and Child” is the oldest painting in our collection. It dates back to 1290–95. https://t.co/rUScg00h5O https://t.co/rKVPBNQgVS",2020-05-24 19:37:44,3,24,1347456
174,GettyMuseum,"Happy #ScavengerHuntDay! 

This year we’re challenging you to “hunt” around your house and reply with the OLDEST thing you own. 

We’ll start… https://t.co/kQedIJ0MOo",2020-05-24 19:37:43,16,98,1347456
175,GettyMuseum,@embognuda @aallyyyyssoon Great job!!!! Thank you for sharing!,2020-05-24 02:25:36,0,2,1347456
176,GettyMuseum,"Greek and Roman glass is awesome—tell your friends. 5 ancient glassblowing techniques:

https://t.co/Q4uZFN6N5T",2020-05-23 15:35:55,20,52,1347456
177,GettyMuseum,"Think of this as an ancient mascara tube.

Tall glass tubes like this were used in antiquity to hold cosmetics. This four-chambered version was made to hold kohl. https://t.co/s4hrrjqDzr",2020-05-23 15:35:54,27,131,1347456
178,GettyMuseum,@thebeehivetree Thank you so much for your fascinating additions!😀,2020-05-22 23:22:56,0,2,1347456
179,GettyMuseum,"Ever wondered what makes a building Gothic? While Gothic buildings vary in size, location, and age, there are 5 key elements you can use to identify them:  

1. Large stained glass windows
2. Pointed Arches
3. Ribbed vaults
4. Flying buttresses 
5. Ornate decoration https://t.co/qwdVKKnkxs",2020-05-22 21:03:46,18,89,1347456
180,GettyMuseum,The term “goth” had a negative connotation because it referred to the nomadic Germanic peoples that contributed to the fall of the Roman Empire. https://t.co/cSVGuYua3T,2020-05-22 21:03:46,5,38,1347456
181,GettyMuseum,"After the Italian Renaissance, French architecture from the Middle Ages was rebranded as “gothic” as a way to diminish its value—compared to Renaissance architecture. https://t.co/KYPeS3wABE",2020-05-22 21:03:44,7,20,1347456
182,GettyMuseum,"Happy #WorldGothDay! 

Why do we refer to some art and architecture of the Middle Ages as Gothic? 

[THREAD] https://t.co/2igshayt2E",2020-05-22 21:03:44,77,225,1347456
183,GettyMuseum,This one is for you @Doll_Legs! Thank you for the awesome question.,2020-05-22 19:12:34,0,5,1347456
184,GettyMuseum,"You asked us about Cupid figures and their mischief. 

Watch Getty specialists Davide &amp; Nicole unravel the story of the god of passion through art. #AskGetty

https://t.co/sJLrH2JeBj

What do *you* want to know? ask us here and we'll find out.",2020-05-22 19:11:58,5,16,1347456
185,GettyMuseum,@PookLucy @MuseumLudwig This is great! Could we repost on our channels with your permission and credit? Let us know! :),2020-05-22 18:36:58,0,0,1347456
186,GettyMuseum,"Today marks 500 years since the Toxcatl massacre. This manuscript tells the Indigenous side of the historic battle in the Aztec capital of Tenochtitlan:

https://t.co/dcyUPqz8O2",2020-05-22 18:01:21,32,52,1347456
187,GettyMuseum,"History is the best.

https://t.co/mjJSKBDNnF",2020-05-21 20:44:45,8,48,1347456
188,GettyMuseum,"Everybody should get into bonnacons. They have...

1. curly cute horns that aren't made for fighting
2. bright green manes
3. the ability to shoot streams of potent dung from their behinds that can burn anything in their path https://t.co/ejm3N1h1Ze",2020-05-21 20:44:45,22,101,1347456
189,GettyMuseum,"It's story time! 

Grab your kids, get cozy, and all eyes and ears on Bowie as she reads “If…” by Sarah Perry."" 

https://t.co/Y02Wr2NxM4",2020-05-21 17:17:23,3,11,1347456
190,GettyMuseum,@vandavintage They are colored swatches made from phenol formaldheide (Bakelite) produced by the English company Mouldrite. The set displays all of the colors available for this material. Hopefully we’re describing what you are referencing!,2020-05-21 00:54:36,0,3,1347456
191,GettyMuseum,"They are all plastic—and are classified as historically significant plastic objects, ones we wouldn't want to lose.

Plastics shrink, distort, and disintegrate. For the last few years Getty scientists have been puzzling over how to preserve plastic:

https://t.co/VcT3Gqf4Pd",2020-05-21 00:06:32,4,40,1347456
192,GettyMuseum,"What do early LEGO sets, Disney animation cels, and the spacesuits used by the first astronauts to land on the moon have in common? https://t.co/vKItuNxX43",2020-05-21 00:06:32,12,37,1347456
193,GettyMuseum,"It’s Gemini season!

People with their sign in Gemini are typically described as curious, quick-witted, and adaptable. They’re also described as restless, moody, and easily distracted. 

Does that sound like you?  https://t.co/PNecVOwB8h https://t.co/44AQf8Zsxo",2020-05-20 16:52:56,16,65,1347456
194,GettyMuseum,"Why the fate of Millet's ""Man with a Hoe"" gripped the nation:

https://t.co/bLDZkrrcLY",2020-05-19 21:41:24,10,43,1347456
195,GettyMuseum,"Thank you @TheWebbyAwards and everyone who voted!

'Recording Artists' won a Webby for best Arts and Culture podcast. https://t.co/9zP9EvOQJc",2020-05-19 20:10:20,4,14,1347456
