,Username,Tweet,Date,Number of Retweets,Number of Likes,Number of Followers
74,mfaboston,"“Draw lines, young man, and still more lines, both from life and from memory, and you will become a good artist.” In 1855, Edgar #Degas met Jean-Auguste-Dominique #Ingres, whom he deeply admired, and never let go of this advice from the older artist. #NationalDrawingDay https://t.co/we5bcU8NVT",2020-05-16 12:00:02,49,155,403004
45,mfaboston,"#MaryCassatt, born #onthisday in 1844, was 19th-century America’s most modern painter. In 1877, Edgar Degas invited her to show her work with his small circle—she became one of 3 women, &amp; the only American, ever to join the Impressionists.

🎨: ""Study for The Banjo"" (about 1894) https://t.co/N7TkaGiwZp",2020-05-22 22:00:01,43,150,403004
30,DIADetroit,Fascinate today. #DIAeveryday https://t.co/NVzIhhOQJ7,2020-06-14 17:15:05,22,117,176015
67,DIADetroit,"We stand in solidarity with the people of Detroit and those around the world appealing for an end to racism, inequality, brutality and fear. The Detroit Institute of Arts commits to serving as a place of inclusion, diversity &amp; equity for everyone in our community and beyond. 1/2 https://t.co/fk9PDev4YG",2020-06-02 00:47:52,26,108,176015
10,DIADetroit,"In honor of #PrideMonth, we're celebrating the creative contributions of LGBTQIA+ artists in the DIA's collection.
Kehinde Wiley, born in Los Angeles in 1977, is one of the most celebrated painters of his generation. https://t.co/v3RUOKi9Hs",2020-06-22 20:54:17,28,98,176015
20,DIADetroit,"The 'Power to the People' mural has now been completed in downtown Detroit.  Renowned artist Hubert Massey, a DIA board member, led a team of local teens in designing the mural. Learn more in the @freep: https://t.co/Bwusnd38N7",2020-06-18 19:49:21,30,81,176015
101,DIADetroit,"A throwback to when we received a visit from a very special monster celebrating the 50th anniversary of @sesamestreet in Detroit. Hope you can visit us again soon, @elmo! 👋  #MuseumMomentsMW #DIAeveryday https://t.co/I3le5voB7Z",2020-05-14 17:30:05,12,80,176015
30,GettyMuseum,"Carbonized bread from a bakery in Pompeii on the left, modern re-creation of Roman loaves on the right.

Bread was an essential daily food to the Romans. How to make bread the ancient way: https://t.co/HlvPQ08c1G https://t.co/G7iQbUkCn9",2020-06-13 22:54:30,236,780,1347456
14,GettyMuseum,"Would you wear this?

In ancient Rome, rings depicting gods and goddesses might offer divine protection.

Minerva was particularly popular on rings—she was known as a protectress of heroes and associated with war and wisdom. https://t.co/XIw7QhOZtr https://t.co/0ReRZbWOvF",2020-06-22 17:10:49,70,327,1347456
140,GettyMuseum,"How @PeterBrathwaite rediscovered Black portraiture in early modern Europe by participating in the #GettyMuseumChallenge

https://t.co/vWfBl7u4fJ",2020-05-27 16:40:02,75,234,1347456
182,GettyMuseum,"Happy #WorldGothDay! 

Why do we refer to some art and architecture of the Middle Ages as Gothic? 

[THREAD] https://t.co/2igshayt2E",2020-05-22 21:03:44,77,225,1347456
16,GettyMuseum,"Happy Summer Solstice! 🌞
Today is the first day of summer and the longest day of the year in the northern hemisphere. This bronze relief of the Etruscan sun god, Usil, shows him with his wings outstretched—ready for the long day’s journey through the sky. https://t.co/CEIUhP5mRB https://t.co/DHeHXineFN",2020-06-20 19:10:04,66,214,1347456
139,ngadc,"Today’s tour features works by some of Impressionism’s most beloved artists: Monet, Renoir, and Caillebotte. These paintings can be found in gallery 85 on the Main Floor of the West Building. #MuseumFromHome
 
See all the works in the gallery: https://t.co/g8cUNoBntC https://t.co/LioaBTd78x",2020-05-27 19:21:39,106,335,259438
185,ngadc,"On #MemorialDay, we honor the lives of soldiers who have died while serving in the US Armed Forces. Today, we will remember them with a look at Augustus Saint-Gaudens’s “Shaw Memorial” (1900). #MuseumFromHome

Read more about the Memorial: https://t.co/2UhExVxhIE https://t.co/f5FsAQNZ4u",2020-05-25 22:24:16,87,282,259438
68,ngadc,"Today we’re celebrating #Rembrandt with a tour of some of his paintings in gallery 48 on the Main Floor of the West Building. #MuseumFromHome
 
See all the works in the gallery: https://t.co/m1lekRcL3b https://t.co/Q7LV0LsfvE",2020-05-30 17:11:46,69,243,259438
24,ngadc,Aaron Douglas’s “Into Bondage” (1936) debuted on #Juneteenth in 1936 in the Hall of Negro Life at the Texas Centennial Exhibition. https://t.co/KunoUbiAp8,2020-06-19 17:13:49,52,137,259438
81,ngadc,"While we hope our daily tours have offered you some respite during these difficult times, today our whole tour will be a #MuseumMomentofZen. 

We’ll take a mindful moment with the painting on the left—Winslow Homer’s “Breezing Up (A Fair Wind)” (1873-1876). #MuseumFromHome https://t.co/V92ddegiJm",2020-05-29 19:35:25,27,116,259438
65,artinstitutechi,"The Art of Quarantine enlists some of the Art Institute’s most iconic paintings in the effort to promote social distancing.

Artists Jeff Roy and Drake Paul include ""Nighthawks"" and ""La Grande Jatte"" among their stark and inspired re-creations at https://t.co/OWXaH5ksIr https://t.co/BbU3I2LLwx",2020-04-01 17:28:46,272,545,364708
36,artinstitutechi,"Our lions show their love for the city, encouraging Chicagoans to take the necessary steps to protect each other.

We're proud to be a part of the Mayor’s campaign to keep residents healthy and safe. #StayHomeSaveLives #OneMaskAlreadyStolen #NewMaskArrivesToday #DontStealMasks https://t.co/X8MK4n28FQ",2020-05-01 16:07:36,121,488,364708
72,artinstitutechi,"""Nighthawks"" has long been positioned as the iconic painting of loneliness and alienation. But what if Hopper’s work spoke to a need for social connection in a time of fear and isolation?

""Nighthawks as Hope: A Curator Muses on Edward Hopper and Crisis.""
https://t.co/gsaXMbyPFi",2020-03-24 15:38:49,136,333,364708
6,artinstitutechi,"""Art must be an integral part of the struggle. It can’t simply mirror what’s taking place. It must adapt itself to human needs. It must ally itself with the forces of liberation... I have no use for artists who try to divorce themselves from the struggle."" —Charles White https://t.co/5ZBBzId0LQ",2020-06-01 18:27:06,118,328,364708
67,artinstitutechi,"Born #OnThisDay—When Vincent van Gogh moved into his ""Yellow House"" in 1888, it marked the first time the artist had a home of his own.

Arguably the most famous depiction of a bedroom in the history of art, this painting evokes Van Gogh's constant search for a place to belong. https://t.co/e5nI91agjD",2020-03-30 20:54:14,77,288,364708
152,philamuseum,"Let's visit one of our favorite period rooms. With its fanciful decoration in the antique style, the drawing room from Lansdowne House in London is an archetypal example of the work of the architect Robert Adam. #MuseumFromHome https://t.co/xmS8iisQbk https://t.co/rmx8ilBz1y",2020-04-18 13:01:12,59,192,267747
101,philamuseum,"A long time ago in a galaxy far, far away… #MayTheFourth #StarWars https://t.co/6leFNo7Tln https://t.co/xrte5mn7ZE",2020-05-04 12:01:45,34,99,267747
128,philamuseum,"Happy birthday to Cy #Twombly. Twombly’s masterful painting in ten parts, “Fifty Days at Iliam,” captures the heroism, aggression, victory, and mourning of the last days of the Trojan War. https://t.co/NmK6yQX1Gn https://t.co/qa21EoO35Z",2020-04-25 18:20:04,33,85,267747
19,philamuseum,Black Lives Matter https://t.co/O7j0DfbNoh,2020-06-02 21:47:08,17,83,267747
171,philamuseum,Happy Easter! Here are some Pennsylvania German Easter eggs to give you some egg-decorating inspiration. https://t.co/0KJ3Ngxs5L https://t.co/YVoRCWLAYq,2020-04-12 13:01:30,20,80,267747
79,deyoungmuseum,"Today is our birthday . . . and it's a big one! We're turning 125 years old. 

Tweet us some of your de Young memories and we'll RT our favorites. #deyoung125 https://t.co/VPRfEWZF7H",2020-03-25 17:00:12,5,92,219060
66,deyoungmuseum,"Don't let our shiny (copper) exterior fool you. #DidYouKnow the de Young museum is the oldest public museum in San Francisco, founded in 1895? https://t.co/3n1oYrO9IH",2020-04-05 17:08:07,13,71,219060
59,deyoungmuseum,"We are grateful to our essential staff who continue to go into the museums each day to keep our building and artwork safe. 💙 

Thank you also to our Textile Arts Council who volunteered their time and materials to making masks for our essential staff. https://t.co/pgRwbSZuph",2020-04-14 18:25:13,15,65,219060
56,deyoungmuseum,"📣 Attention all Bay Area artists! 📣 

We just published submission guidelines for the 'de Young Open', a juried exhibition for Bay Area artists to have their work celebrated at the museum. You'll be able to offer pieces for sale and retain 100 percent of the proceeds.",2020-04-18 00:31:30,38,60,219060
145,deyoungmuseum,"Tickets for our spring exhibition, 'Frida Kahlo: Appearances Can Be Deceiving' are now on sale! 

🎟: https://t.co/69kpi2D9GZ https://t.co/K7VlUzq97J",2019-12-11 18:28:32,15,48,219060
76,oaklandmuseumca,"This incredible group of neighbors in Oakland got together on March 14 to start ""6 feet at 6 o'clock."" It's a time for the neighborhood to come together and dance. Last Friday, they did our Cupid Shuffle challenge! 😍⁣ https://t.co/OfRfrzIxBM",2020-05-23 07:00:37,18,120,42768
64,oaklandmuseumca,"Dear OMCA Community,
I know many of you are not only feeling the uncertainty and distress of this COVID-19 moment, but now the additional trauma of yet another black man slain at the hands of law enforcement. [thread ⤵️] https://t.co/wkiRqpsiJH",2020-05-29 21:31:35,28,82,42768
56,oaklandmuseumca,"These Take Action cards are in the Black Power section of our Gallery of California History. They’re usually available to take home, but now we’re bringing them to you. We thank local organizations for suggesting some of these actions. #blacklivesmatter [thread]",2020-05-31 23:24:38,45,77,42768
7,oaklandmuseumca,"Dear Neighbors: Thanks to so many of you who have reached out to encourage the Museum’s involvement in preserving, documenting, and archiving the artwork in Oakland made as part of protests and as an expression of the Movement for Black Lives.",2020-06-21 03:19:55,12,72,42768
2,oaklandmuseumca,"We miss seeing you in our galleries, so we're bringing our galleries to you! Explore the history of the Black Power movements in California in an online version of our exhibition Black Power. #blacklivesmatter https://t.co/tXlyPloarz https://t.co/HPHf6sftRI",2020-06-24 02:45:00,18,46,42768
8,MuseumModernArt,"Thursday at 8pm, join us for the online premiere of @tourmaliiine’s Salacia. The film, starring Rowin Amone, and produced by Keanu Reeves, offers a speculative vision of Mary Jones, a Black trans woman and sex worker who lived in SoHo in the 1830s.

📸 Matt Harvey https://t.co/v4Z1isbVik",2020-06-22 19:45:05,349,1131,5357233
110,MuseumModernArt,Edward Hopper’s “Night Windows” exposes the voyeuristic opportunities of the modern American city—and the contradiction it offers between access to the intimate lives of strangers and urban loneliness and isolation. https://t.co/DfRupYD1rt,2020-04-28 21:23:01,234,934,5357233
59,MuseumModernArt,"Who else is spending a #lazySunday lounging around and thinking about art?The languorous pose of Modigliani's “Reclining Nude” (c. 1919) references classical depictions of Venus, yet her frank sexuality is also inspired by avant-garde provocateurs like Manet. https://t.co/BA9Rt9x5k0",2020-05-17 17:36:01,114,703,5357233
115,MuseumModernArt,"“Gustav Klimt’s ‘The Park’ is one of my favorite pieces at MoMA. Right now it reminds me how fragile our freedom is, and how beautiful it was and can be again.” —Tania Toro

Our staff share artworks they look to for solace and perspective: https://t.co/9ro9NjZPss
#MoMAPicks https://t.co/nsH2AYDleJ",2020-04-27 20:00:24,137,574,5357233
102,MuseumModernArt,"Dorothea Lange took 7 shots of Florence Thompson and her children. Years later, she recalled: “I saw and approached the hungry and desperate mother, as if drawn by a magnet…” Our curator unravels a mystery surrounding the iconic image: https://t.co/bcaJ50AC3k
 #MoMAVirtualViews https://t.co/NZzyrvzBqJ",2020-05-01 13:30:11,168,553,5357233
127,frickcollection,"The museum is closed, but you can still get your fill of the Frick via our virtual web tours at https://t.co/JtsKMrM7Fx. #MuseumFromHome https://t.co/dAOhCDQxw1",2020-03-15 17:08:00,220,533,116009
112,frickcollection,"Sending a #MuseumBouquet to our neighbors and friends @cooperhewitt, @gardnermuseum, @metmuseum, @MuseumofCityNY, @NortonSimon, @OKCMOA, @Philbrook, @thejewishmuseum, @stlartmuseum, @studiomuseum. 💐
—
Stand (detail), ca. 1730. Hard-paste porcelain. Gift of Henry H. Arnhold, 2019 https://t.co/Ic1qR7H28c",2020-03-24 15:17:54,33,249,116009
47,frickcollection,"May ""The Forge"" be with you. ⭐ #Maythefourth
—
Francisco de Goya y Lucientes, The Forge, ca. 1815–20. Oil on canvas #FrickCollection https://t.co/XEST2x0N2z",2020-05-04 15:38:02,39,144,116009
26,frickcollection,"Happy #InternationalMuseumDay! Thank you to our community of Frick fans who are sharing this time with us by engaging and participating in our #MuseumFromHome offerings.
—
The Garden Court #FrickCollection https://t.co/xocMUQ1tnz",2020-05-18 19:01:49,21,131,116009
82,frickcollection,"Feeling homesick for the Frick? Visit the galleries of the historic Frick home at https://t.co/JtsKMrM7Fx. While you take a virtual stroll through the South Hall, don't miss two of the museum's prized paintings by Vermeer.
—
Installation view of the South Hall #FrickCollection https://t.co/WHbgF8jEXe",2020-04-11 18:40:02,18,97,116009
12,smithsonian,"#Juneteenth marks the day enslaved African Americans in Galveston Bay, Texas, were notified of their freedom. It's celebrated as the end of U.S. chattel slavery and our nation's second independence day. #APeoplesJourney https://t.co/zOzD1R7CG4",2020-06-19 12:42:11,1137,1811,2633475
14,smithsonian,"""Until the killing of black men, black mothers' sons, becomes as important to the rest of the country as the killing of a white mother's son, we who believe in freedom cannot rest until this happens."" — civil rights leader Ella Baker, shown at a 1968 peace march and rally. https://t.co/Tx1uzPS2gJ",2020-06-17 16:30:11,289,701,2633475
108,smithsonian,Have you spotted our new cheetah cubs at @NationalZoo? Mom Echo has moved the four cubs (born April 8) back to a den with a webcam: https://t.co/GAM7kmV1Zd #NatZooZen https://t.co/3nMQ3Dij1s,2020-05-11 16:57:15,145,652,2633475
158,smithsonian,"Today is #EarthDay. At this difficult and unprecedented time, we're sharing stories of #EarthOptimism: what's working to protect the future of our planet. By focusing on successes in conservation and sustainability, we can find inspiration even in the face of immense challenges. https://t.co/mzkomsF1bS",2020-04-22 13:52:32,276,593,2633475
93,smithsonian,"Queen Liliʻuokalani was the last monarch of the Hawaiian Kingdom before the U.S. overthrew its government in 1893. She wrote ""Aloha ʻOe"" (Farewell to Thee) while under house arrest for her attempts to reinstate the Hawaiian Kingdom. #AAPIHM #BecauseOfHerStory https://t.co/MBv1ycPYrc",2020-05-20 17:25:49,162,491,2633475
