,Username,Tweet,Date,Number of Retweets,Number of Likes,Number of Followers
17,ngadc,"Screening through June 23 as part of our “Saving the Filmmaking Arts” series, “Ursula von Rydingsvard: Into Her Own” focuses on the eminent American artist, known for her monumental sculptures.

Watch for free: https://t.co/JAdDljWEzB 
[Trailer courtesy @IcarusFilms] https://t.co/WBJDspSe7M",2020-06-20 17:02:24,5,9,259438
18,ngadc,".@snelsonus sees the “Shaw Memorial” as “a standing reminder that we have a lot of work to do,"" while remaining ""convinced that together we can finish this crucial work, fulfilling the hope of full emancipation embodied by #Juneteenth.” https://t.co/ECu0tiz5GZ",2020-06-19 17:18:51,4,19,259438
19,ngadc,".@snelsonus calls upon the Gallery ""...to come to terms with the past and to create a new, anti-racist institutional structure,"" and ""foster the kind of full inclusion, diversity, and equity that will enrich not only our own lives but also those of our visitors.”",2020-06-19 17:18:51,1,12,259438
20,ngadc,".@snelsonus: “Praising the Black soldiers who, in the same spirit as today’s activists and protestors, fought so courageously for the emancipation of their fellow African Americans, Booker T. Washington insisted that the monument ‘stands for effort, not for victory complete.’” https://t.co/tOiPGjDR0p",2020-06-19 17:18:51,1,8,259438
21,ngadc,For @snelsonus #Juneteenth brings to mind Booker T. Washington’s words from the 1897 unveiling of Augustus Saint-Gaudens’s “Shaw Memorial” in Boston. https://t.co/4W9VRWxJhI,2020-06-19 17:18:50,1,10,259438
22,ngadc,"Steven Nelson (@snelsonus), Andrew W. Mellon Professor and incoming dean of CASVA, also wrote about the added significance of #Juneteenth2020.

Read the full post: https://t.co/rzWWP5yB1h https://t.co/2iHQMcVL6r",2020-06-19 17:18:49,9,19,259438
23,ngadc,"In honor of #Juneteenth, Mel Harper (@MHCart), an interpretive projects manager at the Gallery, wrote about the painting and how the holiday makes her wonder, “What illusion of bondage could I be trapped in, unaware that I’m already free?” https://t.co/bSAi1yE7gB https://t.co/DQADbeeDJi",2020-06-19 17:14:43,1,14,259438
24,ngadc,Aaron Douglas’s “Into Bondage” (1936) debuted on #Juneteenth in 1936 in the Hall of Negro Life at the Texas Centennial Exhibition. https://t.co/KunoUbiAp8,2020-06-19 17:13:49,52,137,259438
25,ngadc,The West and East Buildings remain closed to the public. The Gallery will begin a phased reopening of the buildings after DC enters Phase 2 of reopening and we are able to do so safely.,2020-06-17 20:03:31,2,16,259438
26,ngadc,"Beginning Saturday, we’re excited to welcome you back to the Sculpture Garden!

The Garden will be open from 11:00 a.m. to 4:00 p.m., with limited capacity, and one gate each for entry and exit.

Read the full visitor guidelines: https://t.co/z4eeukVYWr https://t.co/Nb0WWOOddg",2020-06-17 20:03:30,12,77,259438
27,ngadc,"“That’s not to say my point of view wouldn’t have been welcomed—I’m sure it would have—but including Black voices would not have felt as urgent. That sense of urgency is the power of protest, revealing blind spots and challenging what we see.” 
—@MHCart",2020-06-16 23:36:14,6,26,259438
28,ngadc,“I want to be transparent: I was invited to contribute to the Gallery’s blog because I am Black. Would that push for diversity have occurred without the uprisings?”,2020-06-16 23:36:14,2,22,259438
29,ngadc,"“Amos looks over her right shoulder and out at the viewer. It is a knowing look—a thousand-yard stare. She looks at you, in you, and through you. As you regard the print, it regards you.” https://t.co/5R8yGwlDBQ",2020-06-16 23:36:13,5,17,259438
30,ngadc,"“When I look at “Gold Face Type” (1966), I see a portrait not only of the artist but also of myself and many other Black women—looking out, looking back, challenging what we see.” https://t.co/Mjd40DuAGG",2020-06-16 23:36:11,1,21,259438
31,ngadc,"""Amos redefined what it meant to be a Black artist and a woman artist…Her artist’s statement affirms, “Yes, race, sex, class, and power privileges exist in the world of art.” https://t.co/IrIr0MwHD4",2020-06-16 23:36:08,6,21,259438
32,ngadc,"@mhcart: ""...change doesn’t happen without the agitators—those who aren’t content with the status quo, who are loud and refuse to be ignored.
Emma Amos, who died on May 20 was one of the agitators.”

Photo of Amos by Moneta Sleet, Jr. from 1967 from NGA Library Image Collections https://t.co/ehbpRX1VIE",2020-06-16 23:36:06,8,34,259438
33,ngadc,"Mel Harper (@mhcart), an interpretive projects manager at the Gallery, shared a reflection on a recently acquired work by Emma Amos in light of current events.

Read the full post on our blog: https://t.co/HYBdDd2S1A https://t.co/oaSkilGyr8",2020-06-16 23:36:03,9,34,259438
34,ngadc,"Over the past two weeks, we have reflected on how to best use our social media channels at this time. We are listening and learning from our colleagues, and will be sharing their perspectives on works from the Gallery’s collection.",2020-06-16 23:36:00,8,89,259438
35,ngadc,"We’re putting aside our daily tours to spend some time thinking how we can best use our social media platforms going forward. While we work to discuss this internally, we’d like to hear from you—how can we best serve you? Let us know here or by emailing socialmedia@nga.gov. (6/6)",2020-06-01 22:01:57,6,32,259438
36,ngadc,"""Our past does not have to be our destiny. We must let the power of art, which is the power of all that we share as human beings, be a power that prevails through this difficult time."" (5/6)

Read the full message from @KaywinFeldman:
https://t.co/r7eGRSYAAe",2020-06-01 22:00:33,7,24,259438
37,ngadc,"“We mourn for our fellow Americans George Floyd, Ahmaud Arbery, Breonna Taylor, Tony McDade, their families, and many others because our shared humanity ties us to them. Those same ties must now bring us together for a more just and equitable future.” (4/6)",2020-06-01 22:00:32,3,14,259438
38,ngadc,"“That lesson of art seems particularly important now, when so many are suffering, not only because of the global pandemic but also because of longstanding and deep-rooted racism.” (3/6)",2020-06-01 22:00:32,2,13,259438
39,ngadc,"“Invariably, our encounters with art leave us more complete because they remind us of our shared humanity. We are part of something more profound than just ourselves. Our lives have meaning because of that basic truth.” (2/6)",2020-06-01 22:00:32,4,13,259438
40,ngadc,"From Director @KaywinFeldman:

“Many of us look at art to see beauty and triumph, to find peace, and to be uplifted. But art offers the full range of the human experience, and it may just as readily show us ugliness, suffering, aggression, injustice, and tragedy.” (1/6)",2020-06-01 22:00:32,13,57,259438
41,ngadc,"For today’s #MuseumMomentofZen, a detail of Rembrandt’s “An Old Lady with a Book” from 1637. https://t.co/iFwJlCfmK7",2020-05-30 18:05:53,7,33,259438
42,ngadc,"Thanks for following along on today’s tour of gallery 48. 

The Gallery has a deep collection of works by Rembrandt—we’ll discuss his paintings of mythological and biblical stories, on view in the neighboring gallery 51, in a future tour. https://t.co/bvcrK2yuL7",2020-05-30 18:04:23,5,50,259438
43,ngadc,"The penetrating expression of “A Polish Nobleman” and the striking resemblance of his features to Rembrandt’s, particularly in the area around the eyes and nose, make one wonder if this painting is not, in fact, a fanciful and liberally embellished self-portrait. https://t.co/6ouLoTCgIs",2020-05-30 17:56:36,8,31,259438
44,ngadc,"The brown collar and reddish-brown sleeve of the jacket are painted thinly to suggest the softer feel of fur and cloth. To create the texture of the beaver hat, Rembrandt scratched the surface with the butt end of his brush. https://t.co/0xVjzVzIJK",2020-05-30 17:53:54,4,22,259438
45,ngadc,"Painted on a single, large oak panel, this work is well preserved. Rembrandt’s use of impasto (thickly applied paint) on the face reinforces the three-dimensional presence of the image.

Impastos also accent the gold medallion. https://t.co/1dIvE3xm2S",2020-05-30 17:51:51,3,21,259438
46,ngadc,"His confident stance as he grasps a gold-topped wooden staff, his broad mustache, and the gold chain and medallion that hang over the fur jacket give him an air of authority and grandeur.

The shaded eyes, furrowed brow, and partially opened mouth make him more approachable. https://t.co/Oloo39UeUm",2020-05-30 17:50:26,1,13,259438
47,ngadc,"As this imposing figure stares out beneath his tall beaver hat, he at once confronts the viewer with directness and draws us in with his introspective gaze. https://t.co/2tHkKGquHF",2020-05-30 17:49:19,1,18,259438
48,ngadc,"Though Rembrandt made many commissioned portraits, this is probably not a specific individual. Instead, it represents a more generic type that he favored in the 1630s. Such paintings allowed him to imaginatively expand the limits of portraiture. https://t.co/YuPkbRDtmn",2020-05-30 17:48:13,2,19,259438
49,ngadc,"Finally, we’ll look at “A Polish Nobleman” from 1637.  
 
With dramatic accents of light and dark on the face, bold brushwork, and dense application of paint, Rembrandt created a powerful, almost sculptural presence. https://t.co/ftnb2qBr5P",2020-05-30 17:47:07,3,17,259438
50,ngadc,"He looks out at us and confronts us directly. The complexity of human emotion conveyed through the eyes makes Rembrandt’s work still resonate today.  Our shared humanity is on full view, yet hard to pinpoint.  Is it sadness? Pensiveness? Humility? Confidence? https://t.co/SDML1yNrLL",2020-05-30 17:45:07,7,20,259438
51,ngadc,"Light also accents his left shoulder and clasped hands, but most of the painting is in dark shadow and loosely painted. https://t.co/UzbpbJWmvF",2020-05-30 17:44:29,1,13,259438
52,ngadc,"The light illuminates his head, drawing attention to his deep-set eyes, wrinkled cheeks, and furrowed brow. To create his scruffy grey hair, Rembrandt used the end of his paintbrush handle to scratch through the wet paint to make curls. https://t.co/YUONQnfxe2",2020-05-30 17:42:39,6,21,259438
53,ngadc,"Painted over the years, Rembrandt's self-portraits show him young and old, dressed in everyday clothes or wearing theatrical costumes and elegant hats. And some, such as the “Self-Portrait” of 1659, Rembrandt examines his identity as an artist. https://t.co/PWvDndZX3s",2020-05-30 17:39:55,1,19,259438
54,ngadc,"Compare these different self portraits, all in the Gallery’s collection. https://t.co/yHzzdFuCBr",2020-05-30 17:39:54,0,18,259438
55,ngadc,"In a way, Rembrandt was his own favorite model. He could experiment with different techniques and practice drawing facial expressions that convey different moods.

Rembrandt was 53 years old when he painted this self-portrait in 1659. https://t.co/PDZyv22MFZ",2020-05-30 17:35:24,2,23,259438
56,ngadc,"While Rembrandt didn’t paint many landscapes, the one “landscape” with which he was very familiar was the terrain of his own face. 

Rembrandt’s numerous painted, etched, and drawn self-portraits make him one of the most recognizable artists of his era. https://t.co/fXM7MzeMan",2020-05-30 17:34:37,3,24,259438
57,ngadc,"Rembrandt is known for his strong contrasts of light and dark. In “The Mill” he used light to feature some areas of picture, and left other parts in shadow. He used this technique, called chiaroscuro (from the Italian words for “light” and “dark”), in many of his portraits too. https://t.co/L1yp9XNLou",2020-05-30 17:33:14,5,20,259438
58,ngadc,"In the foreground, people are engaged in everyday activities: a woman washes clothes at the edge of the river, a fisherman rows home, and a woman walks with her child. https://t.co/XAg7VMrkL0",2020-05-30 17:32:23,2,12,259438
59,ngadc,"In “The Mill” Rembrandt places the windmill on a hill, its sails full, silhouetted against a cloudy sky. The sunlight breaking through after a storm. https://t.co/DAZ9MERXJw",2020-05-30 17:32:23,2,14,259438
60,ngadc,"But the image of the windmill may have been more personal for Rembrandt—his father owned a mill on the banks of the Old Rhine near Leiden.
 
The family derived its name from the mill, which was called “De Rijn” (Dutch for “the Rhine”). https://t.co/L0FR53EaPW",2020-05-30 17:26:09,2,22,259438
61,ngadc,"Windmills were also used to grind wheat, corn, and barley. Contributing to the country’s productivity, windmills became symbols of prosperity and national pride in the 17th century. https://t.co/C255MBHfbj",2020-05-30 17:22:50,3,24,259438
62,ngadc,"It’s hard to imagine the Dutch landscape without windmills. With much of the country below sea level, windmill power was used to drain the land of water so that it could be farmed. 

[“The Windmill,” 1641] https://t.co/mnPoW51hRu",2020-05-30 17:22:00,2,16,259438
63,ngadc,"The Gallery’s collection also includes some examples of Rembrandt’s landscape drawings and etchings.

[“View over the Amstel from the Rampart,” c. 1646/1650] https://t.co/L4iXUZGKj7",2020-05-30 17:19:38,1,15,259438
64,ngadc,"The painting does not depict a specific place, but instead is an imaginary scene that Rembrandt devised from his drawings and memory. https://t.co/5KSZFfWeY4",2020-05-30 17:18:46,2,20,259438
65,ngadc,"The first work we’ll look at is “The Mill” from 1645/1648.  
 
Although Rembrandt made many drawings and prints of landscapes throughout his life, he created few paintings of them—”The Mill” is his largest one. https://t.co/APX5qXoIGJ",2020-05-30 17:16:44,1,26,259438
66,ngadc,"Born in 1606 near Leiden, Rembrandt van Rijn moved to Amsterdam in 1632 where he quickly became one of the leading artists of the city and one of the most versatile artists of the 17th c.—exploring a range of portrait types, as well as history, mythological, and biblical subjects https://t.co/IRzZIx9peQ",2020-05-30 17:15:18,3,23,259438
67,ngadc,"Our tour is led (from home) by Nathalie Ryan (@seethinkwonder), a senior educator in the Gallery's division of education. https://t.co/ZVc0t2q6s4",2020-05-30 17:12:42,0,13,259438
68,ngadc,"Today we’re celebrating #Rembrandt with a tour of some of his paintings in gallery 48 on the Main Floor of the West Building. #MuseumFromHome
 
See all the works in the gallery: https://t.co/m1lekRcL3b https://t.co/Q7LV0LsfvE",2020-05-30 17:11:46,69,243,259438
69,ngadc,@LydaAstrove What a lovely memory!,2020-05-29 20:35:20,0,0,259438
70,ngadc,@tarheel5423 Sure! We'll look more at Homer's work in a future tour.,2020-05-29 20:34:52,0,1,259438
71,ngadc,@MandaC976 We're glad.,2020-05-29 19:45:52,0,1,259438
72,ngadc,"@DrLindaTribuzio That's an interesting observation! The arc from the sail, through the boat, to the waves on the right does draw your eye.",2020-05-29 19:45:32,0,1,259438
73,ngadc,"We hope you’ve enjoyed this moment with one of Winslow Homer’s paintings and that it has brought you some peace.

Take another mindful moment with our earlier look at Edouard Vuillard’s “The Artist's Paint Box and Moss Roses” (1898).
https://t.co/GfzM587ckc",2020-05-29 19:43:29,2,17,259438
74,ngadc,"Reflect on your looking and imagining about “Breezing Up” today. What does this painting mean to you, today, in this moment? 

What do you hope to remember from this experience? https://t.co/uuBR1J46jS",2020-05-29 19:41:30,7,33,259438
75,ngadc,"When “Breezing Up” was exhibited in 1876, it delighted critics. They felt the painting’s energy, freshness, and orientation towards the horizon signified a sense of optimism. https://t.co/KUuoHE77NY",2020-05-29 19:40:42,0,17,259438
76,ngadc,"Slowly open your eyes. 

Take another look at the painting to see if anything looks differently. https://t.co/UZismui00k",2020-05-29 19:39:14,1,6,259438
77,ngadc,"Close your eyes or lower your gaze again, take a deep breath, and imagine you’re sailing on the boat. 

What sensations do you feel on your skin? What does the air smell like? What sounds do you hear? How do you feel? https://t.co/mu5vtuKoSM",2020-05-29 19:38:24,2,9,259438
78,ngadc,"Turn your attention to the figures on the boat. Observe their positions, postures, and expressions. 

What words would you use to describe the group? https://t.co/YV0npk7yJK",2020-05-29 19:37:27,1,7,259438
79,ngadc,"Take in this whole painting. Notice where your eyes go first, and where your gaze lingers. 

When you feel like you’ve seen everything, look for something you hadn’t noticed before. https://t.co/70FmdwOJQR",2020-05-29 19:36:39,3,12,259438
80,ngadc,"To begin: close your eyes or lower your gaze, and take a deep breath. Notice the sounds around you and the sensations you feel on your body. Notice your thoughts, and then do your best to set them aside for the moment. 

Open your eyes slowly.",2020-05-29 19:36:39,0,4,259438
81,ngadc,"While we hope our daily tours have offered you some respite during these difficult times, today our whole tour will be a #MuseumMomentofZen. 

We’ll take a mindful moment with the painting on the left—Winslow Homer’s “Breezing Up (A Fair Wind)” (1873-1876). #MuseumFromHome https://t.co/V92ddegiJm",2020-05-29 19:35:25,27,116,259438
82,ngadc,"Take a break and watch moments from past artist talks that resonate today as reminders of the richness and resilience of human expression: https://t.co/0a3txkvnY8

[“May Flowers,” 2002, printed 2013, ©Carrie Mae Weems. Courtesy of the artist and Jack Shainman Gallery, New York] https://t.co/JDR62oTRA3",2020-05-29 16:33:01,9,45,259438
83,ngadc,@BainbridgeCons @stuartfowkes @royalacademy @Tate Here's something to hold you over for now. https://t.co/XdrJQX8kZQ,2020-05-29 15:13:42,0,4,259438
84,ngadc,"For today’s #MuseumMomentofZen, Ruth Asawa’s “Spring” from 1965. https://t.co/o2uNQS2WSn",2020-05-28 19:37:37,13,41,259438
85,ngadc,"Ruth Asawa’s life and work is an fine model of how, by forefronting your curiosity, actively observing and continually engaging with your surroundings—even those familiar to you—you can always discover something striking, that you didn’t quite notice or appreciate before. https://t.co/oxoHfU39aN",2020-05-28 19:36:43,2,30,259438
86,ngadc,"These two examples also resonate with the bulbous and branch-like forms found in Asawa’s wire sculptures, underscoring the important role her studies from nature play in shaping her artistic vocabulary. https://t.co/Z46NIMIlVV",2020-05-28 19:36:07,0,11,259438
87,ngadc,"While the glowing spherical form comprised of root-like networks ​and colored auras in “Desert Plant” calls to mind everything from a luminous planet, or a diagram of an eyeball with a hot red iris, to a dandelion gone to seed set against a blazing sun. https://t.co/t5lmJ1RE8n",2020-05-28 19:35:16,0,11,259438
88,ngadc,She entertained a variety of stylistic approaches to the flower forms she undertook in the set. Repeating rows of outlined petals arranged in increasingly smaller concentric circles pull the viewer into the depths of the flower’s center in “Flowers II.” https://t.co/xv81jESjHr,2020-05-28 19:35:16,0,8,259438
89,ngadc,"Asawa worked with liquid tusche, a greasy pigmented liquid, in some of her lithographs to produce effects similar to watercolor or ink wash. She used it for this print of a purple iris, “Flowers V,” from a portfolio of 12 flower subjects she made during her fellowship. https://t.co/P0lfitaHZu",2020-05-28 19:33:51,0,8,259438
90,ngadc,The viewer is equally swept up by the loving portrayals of these distinct individuals and dazzled by the lively linework that define their forms. https://t.co/CqquBsmK5b,2020-05-28 19:33:15,3,11,259438
91,ngadc,"Precise details, like the distinctive curve of a chin, are juxtaposed with networks of hatch marks that describe the pattern of a shirt or blanket, yet simultaneously have an life of their own, dissolving into energetic abstract lines of ink on the flat surface of the paper. https://t.co/HI9o347r29",2020-05-28 19:32:06,1,9,259438
92,ngadc,"Figural themes might surprise those only familiar with Asawa’s sculptures. However, Asawa possessed a remarkable ability to combine figural and abstract elements within the same work, as seen in 3 portraits of her sons, Hudson, Xavier, and Adam (sleeping by the family dog, Henry) https://t.co/BpLDxdKEB3",2020-05-28 19:31:31,2,8,259438
93,ngadc,"Her primary subjects were flowers—long a favored motif—rendered in various degrees of abstraction, and her family, whom she undoubtedly missed during her residency at Tamarind.

[""Flowers XI,"" 1965] https://t.co/k0j8qCQwNz",2020-05-28 19:30:16,0,12,259438
94,ngadc,"The Gallery is fortunate to own a complete set of the remarkable 54 lithographs Asawa made during this time which demonstrate her impressive range of mark-making, interest in color, and adaptation to a new medium. https://t.co/gmtPcetvcb",2020-05-28 19:28:21,1,8,259438
95,ngadc,"In 1965, Asawa received a fellowship residency at the Tamarind Lithography Workshop in Los Angeles. She spent two months there embracing and experimenting with lithographic techniques (something she had not previously explored) under the guidance of skilled printers. https://t.co/aX0XYiPJIA",2020-05-28 19:27:41,0,11,259438
96,ngadc,"Asawa drew to explore artistic concepts as well as a way to continuously sharpen her observational skills.

[""Haru,"" 1965] https://t.co/6F9H0TBn30",2020-05-28 19:26:40,1,6,259438
97,ngadc,"The wire provided a means of drawing in space. Drawing was a constant in Asawa’s life, from the time she was a young girl sketching plants and flowers on the family farm, during her internment, and throughout her career as an artist.

[""Bud,"" 1965] https://t.co/PAOXfo7NbY",2020-05-28 19:25:45,1,9,259438
98,ngadc,"The method appealed to Asawa’s fascination with line, variation of pattern, and spatial relationships that grew out of her training in drawing and design at Black Mountain College.

[""Plane Tree Reversal,"" 1965] https://t.co/wBq98t4Teb",2020-05-28 19:24:09,0,8,259438
99,ngadc,"Underlying the creation of Asawa’s 3D work, is the line of the wire that she manipulates to define forms and their resulting volumes. She adapted her technique from a “wire crochet” basket weaving practice using a single piece of wire that she learned on a visit to Mexico. https://t.co/z27mGrPDDj",2020-05-28 19:20:53,1,8,259438
100,ngadc,"Asawa is best known for transparent hanging sculptures of biomorphic forms: spheres within spheres, attenuated orb and tear-drop shapes that seem almost organically grown, exploring relationships between interior and exterior space.

[© Imogen Cunningham Trust, @smithsoniannpg] https://t.co/iskqQgthFc",2020-05-28 19:20:00,2,11,259438
101,ngadc,"According to her eldest daughter Aiko (seated on the left), “We always saw her making art, it was part of her everyday existence. I never thought of her making art as a separate activity. To us, she wasn’t working. We didn’t have to be quiet so she could concentrate."" https://t.co/LViKrAvuou",2020-05-28 19:19:06,2,11,259438
102,ngadc,"Seated on the floor with head bowed, Asawa concentrates on looping wire to form one of her magnificent sculptures in the midst of four of her children. How I envy her ability to be so focused and yet so much a part of her environment! https://t.co/VwyTucCQ6j",2020-05-28 19:18:13,2,14,259438
103,ngadc,"There, Asawa’s artistic abilities became an integral practice of her daily life, and obstacles were regarded as curves in her path.

This photograph from 1957 by Asawa’s close friend and noted photographer, Imogen Cunningham, shows the artist at work.

[© Imogen Cunningham Trust] https://t.co/jPOhdYSAC2",2020-05-28 19:17:18,3,17,259438
104,ngadc,"A teacher suggested she pursue her artistic interests at the progressive Black Mountain College in North Carolina where there was no separation between studying, performing daily chores, and engaging with a variety of art forms. 

[1973 photo by Mimi Jacobs,” @ArchivesAmerArt] https://t.co/MIENGGkpzE",2020-05-28 19:16:29,0,7,259438
105,ngadc,"Asawa grew up on a working farm, lived in an internment camp for Japanese Americans during World War II, and was denied teaching jobs, due to post-war racial bias. 

Ruth Asawa internment camp ID, 1943, @smithsoniannpg https://t.co/AKGfiZJ9X4",2020-05-28 19:13:47,7,13,259438
106,ngadc,"Our tour is led (from home) by Shelley Langdale, curator and head of modern prints and drawings at the Gallery: “As many of us struggle to adapt to new challenges of working entirely from home, I find myself looking for inspirational examples, such as Ruth Asawa.” https://t.co/oSDM7sYpwL",2020-05-28 19:13:46,0,7,259438
107,ngadc,"As #AAPIHM comes to a close, today’s tour will celebrate the work of the groundbreaking artist, educator, and activist, Ruth Asawa. #MuseumFromHome

See all of the works by Asawa in the Gallery’s collection: https://t.co/LAbweHJ6gv https://t.co/N4pYK3DqPG",2020-05-28 19:13:46,33,110,259438
108,ngadc,"For today’s break, read a reflection by Robert Price, conservator for the French Sculpture Project, on touch in relation to his work in caring for and treating objects: https://t.co/X5kGKLro0v #NGAconservation https://t.co/x3icyr6AAJ",2020-05-28 16:14:03,8,16,259438
109,ngadc,"And for today’s #MuseumMomentofZen, imagine yourself sitting on the bank looking at the view of Claude Monet’s “The Bridge at Argenteuil” from 1874. https://t.co/f6wi5OCt2F",2020-05-27 20:19:19,13,40,259438
110,ngadc,"Also included in this gallery are works featuring a favorite impressionist subject—gardens. We’ll return to gallery 85 another day to look at the gardens painted by Monet, Renoir, and Caillebotte. https://t.co/NjoLpobHkA",2020-05-27 20:18:25,5,30,259438
111,ngadc,"Smaller, more densely painted strokes of color have given way to loosely applied, broader strokes in pastel hues. https://t.co/NsN4LuRCLn",2020-05-27 20:17:11,4,16,259438
112,ngadc,"Nearly 10 years had passed between these two versions of a young girl in a garden, one holding a watering can and the later, a hoop, and you can see changes in both the palette and brushstroke. https://t.co/vqDBsJpJAU",2020-05-27 20:12:24,8,27,259438
113,ngadc,"By the time Renoir painted “Girl with a Hoop” in 1885, he had ceased to exhibit with the impressionist group. https://t.co/0gFcfXBYnJ",2020-05-27 20:12:23,4,20,259438
114,ngadc,"Standing on a garden path on a brightly lit day, this little girl is a symphony in red, green, and blue. From her rosy cheeks and red hair bow, set against the green of the grass, to the deep blue of her dress and boots, Renoir dazzles us with this celebration of color and light. https://t.co/h7NevYPsx1",2020-05-27 20:10:19,4,21,259438
115,ngadc,"A perennial favorite of Gallery-goers is Renoir’s painting “A Girl with a Watering Can.”
 
Along with “Girl with a Hoop,” these works by Renoir came to the Gallery in 1963 as part of Chester Dale bequest. https://t.co/kaC77I6vKv",2020-05-27 20:09:31,3,24,259438
116,ngadc,"While the figure of the dancer posed in fifth position dominates the canvas, it is the virtuoso brushwork that takes center stage. Against a backdrop of loosely defined strokes of blues and greens, the dancer’s skirt comes alive, surrounding the young girl in a diaphanous cloud. https://t.co/BPhF7E7nVy",2020-05-27 20:07:59,5,17,259438
117,ngadc,"“The Dancer” was one of 7 works he submitted to the 1st exhibition of the Société anonyme coopérative des artistes, peintres, sculpteurs, graveurs, in April 1874. While many works were met with criticism, this painting was praised for its realism and originality of conception. https://t.co/rZokc4JT0v",2020-05-27 20:07:14,8,23,259438
118,ngadc,"While landscape painting was the main source of inspiration for most impressionist artists, Renoir never abandoned his love of the figure and returned to it consistently throughout his career. https://t.co/oeA1C2Daqm",2020-05-27 20:05:47,8,21,259438
